DEPTH,RHOB,DT,GR,FACIES
48.0,,524.0485,,1
48.15,,524.041,,1
48.3,,524.0336,,1
48.45,,524.0262,,1
48.6,,524.019,,1
48.75,,524.0117,,1
48.9,,524.0042,,1
49.05,,523.9968,,1
49.2,,523.9893,,1
49.35,,523.9819,,1
49.5,,523.9745,,1
49.65,,523.9673,,1
49.8,,523.96,,1
49.95,,523.9526,,1
50.1,,523.9451,3.0703,1
50.25,,523.9377,2.7441,1
50.4,,523.9304,2.6564,1
50.55,,523.9229,2.6521,1
50.7,,523.9157,2.032,1
50.85,,523.9084,1.7953,1
51.0,,523.9009,1.4786,1
51.15,,523.8935,1.3392,1
51.3,,523.886,1.3392,1
51.45,,523.8787,1.7285,1
51.6,,523.8712,2.9567,1
51.75,,523.864,4.0153,1
51.9,,523.8567,4.4301,1
52.05,,523.8492,4.7036,1
52.2,,523.8419,4.8807,1
52.35,,523.8344,5.109,1
52.5,,523.827,5.2881,1
52.65,,523.8196,5.3052,1
52.8,,523.8121,5.3052,1
52.95,,523.8049,5.4608,1
53.1,,523.7976,5.6249,1
53.25,,523.7902,5.31,1
53.4,,523.7828,4.4738,1
53.55,,523.7753,3.8929,1
53.7,,523.7679,3.8929,1
53.85,,523.7604,4.295,1
54.0,,523.7532,4.9152,1
54.15,,523.746,4.9152,1
54.3,,523.7385,4.9395,1
54.45,,523.7311,4.8545,1
54.6,,523.7236,4.5323,1
54.75,,523.7162,4.2718,1
54.9,,523.7089,3.9225,1
55.05,,523.7015,3.8972,1
55.2,,523.6943,3.6836,1
55.35,,523.6869,3.2261,1
55.5,,523.6795,3.1693,1
55.65,,523.6721,3.1693,1
55.8,,523.6646,3.1953,1
55.95,,523.6572,3.31,1
56.1,,523.6498,3.4477,1
56.25,,523.6427,4.3455,1
56.4,,523.6353,5.5534,1
56.55,,523.6279,6.1277,1
56.7,,523.6204,6.1491,1
56.85,,523.6129,6.3564,1
57.0,,523.6055,6.1211,1
57.15,,523.5981,5.9949,1
57.3,,523.5911,5.7919,1
57.45,,523.5836,5.7115,1
57.6,,523.5761,5.5694,1
57.75,,523.5686,4.9633,1
57.9,,523.5612,4.9592,1
58.05,,523.5538,4.9592,1
58.2,,523.5463,5.2512,1
58.35,,523.5392,5.2676,1
58.5,,523.5319,5.2676,1
58.65,,523.5244,4.7424,1
58.8,,523.517,4.2328,1
58.95,,523.5095,3.7989,1
59.1,,523.5021,3.1139,1
59.25,,523.4947,3.0002,1
59.4,,523.4873,2.904,1
59.55,,523.4802,2.8819,1
59.7,,523.4727,3.0304,1
59.85,,523.4653,3.1464,1
60.0,,523.4579,3.3941,1
60.15,,523.4505,3.583,1
60.3,,523.4431,3.9703,1
60.45,,523.4356,4.247,1
60.6,,523.4285,4.6752,1
60.75,,523.4211,4.8436,1
60.9,,523.4137,4.8436,1
61.05,,523.4062,5.3656,1
61.2,,523.3988,5.6592,1
61.35,,523.3914,5.6592,1
61.5,,523.384,4.8371,1
61.65,,523.3768,4.2736,1
61.8,,523.3695,4.2736,1
61.95,,523.362,4.7067,1
62.1,,523.3546,5.0658,1
62.25,,523.3472,5.0658,1
62.4,,523.3398,4.4277,1
62.55,,523.3323,3.7723,1
62.7,,523.325,3.7723,1
62.85,,523.3178,4.0717,1
63.0,,523.3104,4.964,1
63.15,,523.303,5.6458,1
63.3,,523.2955,5.6458,1
63.45,,523.2881,5.509,1
63.6,,523.2808,5.292,1
63.75,,523.2734,5.292,1
63.9,,523.266,5.3446,1
64.05,,523.2587,5.4499,1
64.2,,523.2513,5.4499,1
64.35,,523.2438,5.3796,1
64.5,,523.2364,5.2047,1
64.65,,523.2291,5.2047,1
64.8,,523.2217,5.3314,1
64.95,,523.2145,5.7632,1
65.1,,523.2071,5.8674,1
65.25,,523.1996,5.9982,1
65.4,,523.1923,6.5667,1
65.55,,523.1848,6.6535,1
65.7,,523.1774,6.4195,1
65.85,,523.17,5.6942,1
66.0,,523.1628,5.5358,1
66.15,,523.1555,4.2013,1
66.3,,523.148,3.2802,1
66.45,,523.1406,3.2297,1
66.6,,523.1331,2.7027,1
66.75,,523.1257,3.1111,1
66.9,,523.1183,3.1111,1
67.05,,523.1109,3.1111,1
67.2,,523.1037,3.8857,1
67.35,,523.0962,4.5569,1
67.5,,523.0888,4.566,1
67.65,,523.0814,4.5897,1
67.8,,523.074,4.8479,1
67.95,,523.0665,4.59,1
68.1,,523.0591,4.2151,1
68.25,,523.052,4.179,1
68.4,,523.0446,3.7766,1
68.55,,523.0372,3.7182,1
68.7,,523.0298,3.6827,1
68.85,,523.0223,3.7109,1
69.0,,523.015,3.8176,1
69.15,,523.0075,4.0186,1
69.3,,523.0004,4.0648,1
69.45,,522.993,4.6305,1
69.6,,522.9855,4.8091,1
69.75,,522.9781,4.8091,1
69.9,,522.9707,4.8091,1
70.05,,522.9633,5.0374,1
70.2,,522.9561,4.9406,1
70.35,,522.9487,4.8476,1
70.5,,522.9413,5.5882,1
70.65,,522.9339,6.1553,1
70.8,,522.9265,7.2707,1
70.95,,522.919,7.9146,1
71.1,,522.9116,7.9146,1
71.25,,522.9042,7.6857,1
71.4,,522.8967,7.2571,1
71.55,,522.8895,5.9009,1
71.7,,522.8823,4.8933,1
71.85,,522.8748,4.8933,1
72.0,,522.8674,5.0237,1
72.15,,522.8599,5.3642,1
72.3,,522.8525,5.59,1
72.45,,522.8453,5.4013,1
72.6,,522.838,4.9627,1
72.75,,522.8306,4.6959,1
72.9,,522.8231,4.6959,1
73.05,,522.8157,4.8218,1
73.2,,522.8083,5.0332,1
73.35,,522.8008,5.0332,1
73.5,,522.7936,4.9839,1
73.65,,522.7863,4.8822,1
73.8,,522.779,4.8822,1
73.95,,522.7715,5.0082,1
74.1,,522.764,5.4322,1
74.25,,522.7567,5.7428,1
74.4,,522.7492,5.8566,1
74.55,,522.7419,5.8832,1
74.7,,522.7347,5.9675,1
74.85,,522.7272,6.1767,1
75.0,,522.7198,6.1784,1
75.15,,522.7125,6.1784,1
75.3,,522.705,6.0803,1
75.45,,522.6976,5.4382,1
75.6,,522.6901,5.373,1
75.75,,522.6828,5.1093,1
75.9,,522.6757,5.131,1
76.05,,522.6682,5.4168,1
76.2,,522.6608,5.646,1
76.35,,522.6533,5.8992,1
76.5,,522.6459,5.8974,1
76.65,,522.6384,5.6354,1
76.8,,522.6309,5.8974,1
76.95,,522.6238,5.8992,1
77.1,,522.6165,6.6296,1
77.25,,522.609,6.8775,1
77.4,,522.6016,6.9093,1
77.55,,522.5942,6.9108,1
77.7,,522.5867,6.6867,1
77.85,,522.5796,6.4773,1
78.0,,522.5719,6.4524,1
78.15,,522.5648,6.4524,1
78.3,,522.5574,6.595,1
78.45,,522.5499,6.7183,1
78.6,,522.5425,6.7401,1
78.75,,522.535,6.7401,1
78.9,,522.5277,6.5536,1
79.05,,522.5205,6.4968,1
79.2,,522.5131,6.4968,1
79.35,,522.5057,7.4548,1
79.5,,522.4983,7.8273,1
79.65,,522.4909,7.8273,1
79.8,,522.4835,7.6009,1
79.95,,522.476,7.4911,1
80.1,,522.4688,7.4911,1
80.25,,522.4615,7.8449,1
80.4,,522.4541,8.7894,1
80.55,,522.4466,9.7029,1
80.7,,522.4392,10.0293,1
80.85,,522.4318,10.4348,1
81.0,,522.4244,10.7379,1
81.15,,522.4172,10.7379,1
81.3,,522.4099,10.7379,1
81.45,,522.4025,10.7375,1
81.6,,522.395,10.737,1
81.75,,522.3875,11.0384,1
81.9,,522.3802,11.4248,1
82.05,,522.3727,11.4361,1
82.2,,522.3654,11.3829,1
82.35,,522.3582,11.3343,1
82.5,,522.3507,10.9681,1
82.65,,522.3434,10.2607,1
82.8,,522.3359,9.7991,1
82.95,,522.3285,9.7199,1
83.1,,522.321,9.7591,1
83.25,,522.3136,9.8423,1
83.4,,522.3063,10.067,1
83.55,,522.2991,10.6392,1
83.7,,522.2917,10.6742,1
83.85,,522.2842,10.6776,1
84.0,,522.2769,10.7005,1
84.15,,522.2694,10.8873,1
84.3,,522.262,11.43,1
84.45,,522.2546,11.3199,1
84.6,,522.2475,11.0965,1
84.75,,522.24,11.1361,1
84.9,,522.2326,11.3667,1
85.05,,522.2252,11.3361,1
85.2,,522.2178,11.2008,1
85.35,,522.2104,12.2136,1
85.5,,522.2029,12.2012,1
85.65,,522.1958,12.0031,1
85.8,,522.1884,11.5243,1
85.95,,522.181,11.8833,1
86.1,,522.1735,11.8833,1
86.25,,522.166,11.8833,1
86.4,,522.1586,11.8833,1
86.55,,522.1512,11.9866,1
86.7,,522.144,12.1226,1
86.85,,522.1366,12.1291,1
87.0,,522.1293,12.7673,1
87.15,,522.1218,13.5231,1
87.3,,522.1144,13.8136,1
87.45,,522.1069,14.6585,1
87.6,,522.0995,14.777,1
87.75,,522.0924,14.777,1
87.9,,522.085,14.3095,1
88.05,,522.0776,12.9904,1
88.2,,522.0701,12.6933,1
88.35,,522.0627,12.5858,1
88.5,,522.0554,12.5547,1
88.65,,522.0479,12.6573,1
88.8,,522.0406,13.3725,1
88.95,,522.0333,13.6284,1
89.1,,522.0259,13.6284,1
89.25,,522.0185,13.4253,1
89.4,,522.011,12.4623,1
89.55,,522.0036,11.8983,1
89.7,,521.9962,11.0029,1
89.85,,521.9888,10.3612,1
90.0,,521.9816,10.0345,1
90.15,,521.9742,9.6805,1
90.3,,521.9669,9.5359,1
90.45,,521.9594,9.429,1
90.6,,521.952,9.3428,1
90.75,,521.9446,9.4432,1
90.9,,521.9371,9.6695,1
91.05,,521.9299,10.5103,1
91.2,,521.9225,11.3825,1
91.35,,521.9152,11.6844,1
91.5,,521.9078,11.8839,1
91.65,,521.9003,11.9049,1
91.8,,521.8929,11.9331,1
91.95,,521.8855,11.9137,1
92.1,,521.8782,11.9558,1
92.25,,521.871,11.9545,1
92.4,,521.8635,11.7375,1
92.55,,521.8561,11.7375,1
92.7,,521.8487,11.7013,1
92.85,,521.8414,11.3114,1
93.0,,521.8339,10.5505,1
93.15,,521.8265,10.349,1
93.3,,521.8193,9.8846,1
93.45,,521.8118,10.0324,1
93.6,,521.8045,10.6517,1
93.75,,521.797,11.1667,1
93.9,,521.7896,11.2564,1
94.05,,521.7822,11.3162,1
94.2,,521.7747,11.5741,1
94.35,,521.7674,11.6882,1
94.5,,521.7603,11.6882,1
94.65,,521.7528,11.6882,1
94.8,,521.7454,11.7139,1
94.95,,521.738,11.9949,1
95.1,,521.7305,12.0958,1
95.25,,521.7231,11.69,1
95.4,,521.716,11.69,1
95.55,,521.7086,11.684,1
95.7,,521.7011,10.7941,1
95.85,,521.6937,10.7941,1
96.0,,521.6862,10.7941,1
96.15,,521.6788,12.1737,1
96.3,,521.6713,12.7576,1
96.45,,521.6642,12.8771,1
96.6,,521.6568,12.8842,1
96.75,,521.6494,14.0077,1
96.9,,521.642,16.978,1
97.05,,521.6345,17.9053,1
97.2,,521.6271,17.9884,1
97.35,,521.6197,17.9884,1
97.5,,521.6123,17.1774,1
97.65,,521.6052,14.4386,1
97.8,,521.5977,13.8005,1
97.95,,521.5903,13.4773,1
98.1,,521.5829,13.6965,1
98.25,,521.5755,13.8436,1
98.4,,521.5681,14.2968,1
98.55,,521.5605,15.0774,1
98.7,,521.5534,15.8773,1
98.85,,521.5461,16.8191,1
99.0,,521.5387,17.155,1
99.15,,521.5312,17.155,1
99.3,,521.5237,15.8218,1
99.45,,521.5164,14.3594,1
99.6,,521.509,13.9262,1
99.75,,521.5018,13.9262,1
99.9,,521.4945,14.9644,1
100.05,,521.487,15.8572,1
100.2,,521.4796,16.12,1
100.35,,521.4722,16.2987,1
100.5,,521.4648,16.2987,1
100.65,,521.4575,16.2987,1
100.8,,521.4503,16.2987,1
100.95,,521.4429,15.6968,1
101.1,,521.4354,14.9512,1
101.25,,521.428,14.9512,1
101.4,,521.4205,14.9512,1
101.55,,521.413,14.9546,1
101.7,,521.4057,14.9601,1
101.85,,521.3983,14.9073,1
102.0,,521.3909,14.6411,1
102.15,,521.3837,14.4648,1
102.3,,521.3763,14.8106,1
102.45,,521.3689,14.8106,1
102.6,,521.3615,14.5721,1
102.75,,521.3541,13.9448,1
102.9,,521.3467,13.9641,1
103.05,,521.3395,13.9641,1
103.2,,521.3321,14.0532,1
103.35,,521.3246,14.3953,1
103.5,,521.3173,14.3953,1
103.65,,521.3098,14.3953,1
103.8,,521.3023,14.3788,1
103.95,,521.295,14.1904,1
104.1,,521.2876,13.5515,1
104.25,,521.2805,13.5092,1
104.4,,521.273,13.085,1
104.55,,521.2656,12.9111,1
104.7,,521.2581,12.6831,1
104.85,,521.2507,12.6831,1
105.0,,521.2433,12.6908,1
105.15,,521.2362,13.2637,1
105.3,,521.2286,13.9061,1
105.45,,521.2212,14.848,1
105.6,,521.2138,15.1789,1
105.75,,521.2064,15.1899,1
105.9,,521.199,14.8827,1
106.05,,521.1915,14.4984,1
106.2,,521.1844,14.007,1
106.35,,521.1771,13.7154,1
106.5,,521.1696,12.7701,1
106.65,,521.1622,12.606,1
106.8,,521.1547,12.6006,1
106.95,,521.1473,12.6006,1
107.1,,521.14,13.2127,1
107.25,,521.1325,13.436,1
107.4,,521.1254,13.568,1
107.55,,521.118,13.6009,1
107.7,,521.1105,13.5482,1
107.85,,521.1031,13.5303,1
108.0,,521.0957,13.5807,1
108.15,,521.0883,14.5963,1
108.3,,521.0811,15.1957,1
108.45,,521.0735,15.2706,1
108.6,,521.0662,15.2706,1
108.75,,521.0588,15.2706,1
108.9,,521.0515,15.2706,1
109.05,,521.044,15.4987,1
109.2,,521.0366,15.6849,1
109.35,,521.0292,15.7089,1
109.5,,521.0219,15.7089,1
109.65,,521.0146,15.2803,1
109.8,,521.0072,14.3859,1
109.95,,520.9998,13.8573,1
110.1,,520.9924,13.6434,1
110.25,,520.9849,13.2246,1
110.4,,520.9775,12.9532,1
110.55,,520.9702,12.9532,1
110.7,,520.963,13.637,1
110.85,,520.9556,14.646,1
111.0,,520.9481,14.7774,1
111.15,,520.9407,14.7431,1
111.3,,520.9333,14.6855,1
111.45,,520.9258,14.706,1
111.6,,520.9186,14.7445,1
111.75,,520.9114,15.3703,1
111.9,,520.904,16.7417,1
112.05,,520.8965,16.7417,1
112.2,,520.889,16.6512,1
112.35,,520.8817,16.4025,1
112.5,,520.8742,16.4025,1
112.65,,520.8669,16.728,1
112.8,,520.8597,17.928,1
112.95,,520.8522,17.928,1
113.1,,520.8448,17.8656,1
113.25,,520.8374,17.5091,1
113.4,,520.83,17.2616,1
113.55,,520.8226,17.2496,1
113.7,,520.8152,17.1284,1
113.85,,520.8077,16.8513,1
114.0,,520.8006,16.8665,1
114.15,,520.7932,17.1614,1
114.3,,520.7858,17.1713,1
114.45,,520.7784,17.4142,1
114.6,,520.7709,17.604,1
114.75,,520.7635,17.6524,1
114.9,,520.7559,17.9431,1
115.05,,520.7488,18.033,1
115.2,,520.7414,18.4869,1
115.35,,520.734,18.6856,1
115.5,,520.7266,18.8982,1
115.65,,520.7192,19.1118,1
115.8,,520.7118,19.5315,1
115.95,,520.7043,20.5585,1
116.1,,520.6972,20.692,1
116.25,,520.6898,20.692,1
116.4,,520.6824,20.5503,1
116.55,,520.6749,19.898,1
116.7,,520.6675,18.8546,1
116.85,,520.6601,18.6296,1
117.0,,520.6526,18.6296,1
117.15,,520.6454,18.6296,1
117.3,,520.6381,18.6296,1
117.45,,520.6307,17.1449,1
117.6,,520.6233,15.6556,1
117.75,,520.6158,14.7279,1
117.9,,520.6084,14.4773,1
118.05,,520.601,14.4569,1
118.2,,520.5938,14.446,1
118.35,,520.5865,14.4656,1
118.5,,520.5791,14.5335,1
118.65,,520.5716,14.5699,1
118.8,,520.5642,14.7428,1
118.95,,520.5568,15.2626,1
119.1,,520.5493,15.8024,1
119.25,,520.5421,15.9953,1
119.4,,520.5348,15.9953,1
119.55,,520.5274,15.3066,1
119.7,,520.52,14.5554,1
119.85,,520.5126,14.5079,1
120.0,,520.5052,14.5487,1
120.15,,520.4977,14.6617,1
120.3,,520.4903,15.4066,1
120.45,,520.483,16.3731,1
120.6,,520.4758,16.5013,1
120.75,,520.4684,16.6451,1
120.9,,520.4609,16.606,1
121.05,,520.4535,16.4932,1
121.2,,520.4461,16.3895,1
121.35,,520.4387,16.2267,1
121.5,,520.4313,15.9603,1
121.65,,520.4241,16.0653,1
121.8,,520.4167,16.264,1
121.95,,520.4093,16.1786,1
122.1,,520.4019,16.6589,1
122.25,,520.3944,16.5283,1
122.4,,520.387,16.0269,1
122.55,,520.3796,16.1364,1
122.7,,520.3724,16.483,1
122.85,,520.3651,15.739,1
123.0,,520.3576,16.8102,1
123.15,,520.3502,17.0029,1
123.3,,520.3428,17.2901,1
123.45,,520.3354,19.171,1
123.6,,520.3279,19.171,1
123.75,,520.3208,19.1387,1
123.9,,520.3134,18.4797,1
124.05,,520.306,18.4797,1
124.2,,520.2986,18.4798,1
124.35,,520.291,20.0859,1
124.5,,520.2836,20.333,1
124.65,,520.2761,20.548,1
124.8,,520.269,21.9498,1
124.95,,520.2617,23.125,1
125.1,,520.2542,23.3284,1
125.25,,520.2468,23.3392,1
125.4,,520.2394,23.3392,1
125.55,,520.2319,22.8231,1
125.7,,520.2245,21.2837,1
125.85,,520.2174,16.9104,1
126.0,,520.21,16.1256,1
126.15,,520.2026,16.1256,1
126.3,,520.1951,17.1508,1
126.45,,520.1877,18.688,1
126.6,,520.1803,19.0602,1
126.75,,520.1728,19.0602,1
126.9,,520.1656,18.6953,1
127.05,,520.1583,17.77,1
127.2,,520.1509,17.0826,1
127.35,,520.1435,16.9162,1
127.5,,520.136,16.5022,1
127.65,,520.1286,16.2958,1
127.8,,520.1212,16.688,1
127.95,,520.1138,16.915,1
128.1,,520.1066,16.9721,1
128.25,,520.0992,17.2509,1
128.4,,520.0919,17.7038,1
128.55,,520.0844,17.9831,1
128.7,,520.077,18.3253,1
128.85,,520.0696,18.7707,1
129.0,,520.0621,18.9464,1
129.15,,520.0549,18.9024,1
129.3,,520.0476,18.7255,1
129.45,,520.0402,18.5382,1
129.6,,520.0328,18.3857,1
129.75,,520.0253,18.2566,1
129.9,,520.0179,18.3504,1
130.05,,520.0104,18.3897,1
130.2,,520.0032,18.2393,1
130.35,,519.996,18.0779,1
130.5,,519.9885,17.791,1
130.65,,519.9811,17.791,1
130.8,,519.9737,17.8235,1
130.95,,519.9663,17.8946,1
131.1,,519.9589,17.8946,1
131.25,,519.9517,17.63,1
131.4,,519.9443,16.9024,1
131.55,,519.9368,16.9024,1
131.7,,519.9295,16.7531,1
131.85,,519.922,16.2025,1
132.0,,519.9146,16.1904,1
132.15,,519.9072,16.1377,1
132.3,,519.9,16.1377,1
132.45,,519.8924,16.1377,1
132.6,,519.8853,16.1377,1
132.75,,519.8778,16.0453,1
132.9,,519.8704,15.2583,1
133.05,,519.863,15.0861,1
133.2,,519.8556,14.6667,1
133.35,,519.8481,14.5497,1
133.5,,519.841,14.1438,1
133.65,,519.8336,14.1438,1
133.8,,519.826,14.1438,1
133.95,,519.8187,15.4033,1
134.1,,519.8112,15.4117,1
134.25,,519.8037,16.0108,1
134.4,,519.7964,16.2604,1
134.55,,519.789,16.9955,1
134.7,,519.7818,17.3769,1
134.85,,519.7744,17.4556,1
135.0,,519.767,17.4141,1
135.15,,519.7595,17.4077,1
135.3,,519.7521,17.8813,1
135.45,,519.7447,17.967,1
135.6,,519.7372,18.1648,1
135.75,,519.7301,18.2102,1
135.9,,519.7227,18.2102,1
136.05,,519.7154,16.844,1
136.2,,519.7079,16.1548,1
136.35,,519.7005,16.0652,1
136.5,,519.6931,16.0652,1
136.65,,519.6859,16.8239,1
136.8,,519.6785,17.6191,1
136.95,,519.6711,17.8382,1
137.1,,519.6637,17.8382,1
137.25,,519.6562,16.8664,1
137.4,,519.6488,15.5447,1
137.55,,519.6414,14.0434,1
137.7,,519.634,13.3694,1
137.85,,519.6268,13.3694,1
138.0,,519.6194,13.6267,1
138.15,,519.612,14.0947,1
138.3,,519.6046,14.855,1
138.45,,519.5972,15.7206,1
138.6,,519.5898,16.0812,1
138.75,,519.5825,16.0812,1
138.9,,519.5751,15.8936,1
139.05,,519.5676,15.5413,1
139.2,,519.5604,15.2878,1
139.35,,519.553,15.1799,1
139.5,,519.5455,15.1799,1
139.65,,519.5381,15.2291,1
139.8,,519.5308,15.3288,1
139.95,,519.5233,15.3663,1
140.1,,519.516,15.3663,1
140.25,,519.5087,15.0092,1
140.4,,519.5013,14.2506,1
140.55,,519.4939,14.2506,1
140.7,,519.4865,14.5892,1
140.85,,519.4791,16.1323,1
141.0,,519.4717,18.1633,1
141.15,,519.4645,18.5945,1
141.3,,519.4571,18.5945,1
141.45,,519.4496,18.5116,1
141.6,,519.4423,17.9938,1
141.75,,519.4348,17.1101,1
141.9,,519.4274,16.7761,1
142.05,,519.42,16.9477,1
142.2,,519.4128,17.9775,1
142.35,,519.4055,16.7761,1
142.5,,519.398,16.8098,1
142.65,,519.3906,17.1549,1
142.8,,519.3832,16.5355,1
142.95,,519.3757,16.2109,1
143.1,,519.3683,16.557,1
143.25,,519.3612,16.9267,1
143.4,,519.3536,16.552,1
143.55,,519.3463,15.5755,1
143.7,,519.3389,16.05,1
143.85,,519.3314,15.0956,1
144.0,,519.324,15.048,1
144.15,,519.3166,15.9853,1
144.3,,519.3091,16.2912,1
144.45,,519.302,16.3143,1
144.6,,519.2946,16.3143,1
144.75,,519.2872,15.7666,1
144.9,,519.2797,15.2335,1
145.05,,519.2723,15.0209,1
145.2,,519.265,14.4074,1
145.35,,519.2574,14.2669,1
145.5,,519.2503,14.2601,1
145.65,,519.2429,14.2581,1
145.8,,519.2355,14.2169,1
145.95,,519.2281,14.169,1
146.1,,519.2206,13.6145,1
146.25,,519.2133,13.223,1
146.4,,519.2061,13.1462,1
146.55,,519.1987,13.1462,1
146.7,,519.1913,13.4441,1
146.85,,519.1838,14.5336,1
147.0,,519.1765,15.1041,1
147.15,,519.169,15.9685,1
147.3,,519.1616,16.5305,1
147.45,,519.1542,16.5305,1
147.6,,519.1469,16.4557,1
147.75,,519.1396,16.3425,1
147.9,,519.1322,16.226,1
148.05,,519.1248,16.1612,1
148.2,,519.1174,16.1612,1
148.35,,519.1099,16.4527,1
148.5,,519.1025,17.0567,1
148.65,,519.0953,17.4213,1
148.8,,519.088,17.456,1
148.95,,519.0806,17.4308,1
149.1,,519.0731,17.3379,1
149.25,,519.0657,16.7479,1
149.4,,519.0583,15.601,1
149.55,,519.0508,14.5805,1
149.7,,519.0435,13.668,1
149.85,,519.0363,13.668,1
150.0,,519.0289,13.8535,1
150.15,,519.0215,14.497,1
150.3,,519.014,15.2474,1
150.45,,519.0067,16.0377,1
150.6,,518.9992,16.3963,1
150.75,,518.9919,16.3963,1
150.9,,518.9847,16.4032,1
151.05,,518.9773,16.3627,1
151.2,,518.9698,16.0667,1
151.35,,518.9624,16.1225,1
151.5,,518.955,16.4849,1
151.65,,518.9476,16.8378,1
151.8,,518.9401,16.8378,1
151.95,,518.9328,16.8378,1
152.1,,518.9257,16.8378,1
152.25,,518.9182,16.8216,1
152.4,,518.9108,16.5336,1
152.55,,518.9034,16.5268,1
152.7,,518.8959,16.2722,1
152.85,,518.8884,15.2287,1
153.0,,518.881,15.1421,1
153.15,,518.8738,14.1852,1
153.3,,518.8665,14.3181,1
153.45,,518.859,14.3247,1
153.6,,518.8516,14.3247,1
153.75,,518.8441,15.5152,1
153.9,,518.8367,16.2397,1
154.05,,518.8293,16.3512,1
154.2,,518.8222,17.3946,1
154.35,,518.8148,17.668,1
154.5,,518.8074,17.7375,1
154.65,,518.8,18.1937,1
154.8,,518.7925,18.2962,1
154.95,,518.785,18.2042,1
155.1,,518.7777,18.1793,1
155.25,,518.7704,17.993,1
155.4,,518.7631,17.5028,1
155.55,,518.7557,17.0822,1
155.7,,518.7483,16.9793,1
155.85,,518.7409,16.9793,1
156.0,,518.7335,16.9793,1
156.15,,518.726,16.9793,1
156.3,,518.7188,16.8035,1
156.45,,518.7115,15.7587,1
156.6,,518.7041,15.1951,1
156.75,,518.6966,15.1951,1
156.9,,518.6892,15.493,1
157.05,,518.6818,15.8635,1
157.2,,518.6743,15.9804,1
157.35,,518.6671,16.0315,1
157.5,,518.6598,16.1385,1
157.65,,518.6524,16.378,1
157.8,,518.645,16.6955,1
157.95,,518.6376,17.3424,1
158.1,,518.6302,18.0706,1
158.25,,518.6227,18.2742,1
158.4,,518.6154,18.296,1
158.55,,518.608,18.1455,1
158.7,,518.6008,17.8731,1
158.85,,518.5934,17.5308,1
159.0,,518.5859,16.5162,1
159.15,,518.5786,15.4299,1
159.3,,518.571,15.1683,1
159.45,,518.5636,14.9411,1
159.6,,518.5563,14.9411,1
159.75,,518.5491,15.1553,1
159.9,,518.5417,15.9347,1
160.05,,518.5342,16.5537,1
160.2,,518.5268,16.5537,1
160.35,,518.5194,16.2807,1
160.5,,518.512,15.233,1
160.65,,518.5046,15.233,1
160.8,,518.4975,15.4284,1
160.95,,518.4901,16.6247,1
161.1,,518.4826,17.6281,1
161.25,,518.4752,17.7699,1
161.4,,518.4678,18.2483,1
161.55,,518.4603,18.2483,1
161.7,,518.4529,18.1702,1
161.85,,518.4458,17.0485,1
162.0,,518.4384,16.4944,1
162.15,,518.431,16.4562,1
162.3,,518.4236,15.3476,1
162.45,,518.416,15.3476,1
162.6,,518.4085,15.3476,1
162.75,,518.4015,15.6439,1
162.9,,518.3937,17.2789,1
163.05,,518.3866,17.3585,1
163.2,,518.3792,17.3585,1
163.35,,518.3718,15.6655,1
163.5,,518.3643,15.4466,1
163.65,,518.3569,15.4409,1
163.8,,518.3495,15.4839,1
163.95,,518.3424,15.6002,1
164.1,,518.335,15.6209,1
164.25,,518.3275,15.6209,1
164.4,,518.3201,15.8861,1
164.55,,518.3127,15.2609,1
164.7,,518.3053,14.9473,1
164.85,,518.2978,15.0207,1
165.0,,518.2905,15.4821,1
165.15,,518.2833,15.6418,1
165.3,,518.2759,16.3475,1
165.45,,518.2685,16.6596,1
165.6,,518.261,16.6596,1
165.75,,518.2537,16.0161,1
165.9,,518.2462,14.2728,1
166.05,,518.2388,13.4673,1
166.2,,518.2316,13.4673,1
166.35,,518.2242,14.1931,1
166.5,,518.2169,15.3532,1
166.65,,518.2094,16.1018,1
166.8,,518.202,16.542,1
166.95,,518.1946,16.9866,1
167.1,,518.1873,17.4416,1
167.25,,518.1801,17.715,1
167.4,,518.1726,18.0262,1
167.55,,518.1652,18.5454,1
167.7,,518.1577,18.8161,1
167.85,,518.1503,18.7832,1
168.0,,518.1429,18.7389,1
168.15,,518.1355,18.714,1
168.3,,518.1282,18.1474,1
168.45,,518.121,16.835,1
168.6,,518.1135,15.6611,1
168.75,,518.1061,14.8744,1
168.9,,518.0987,14.7688,1
169.05,,518.0913,14.46,1
169.2,,518.0839,14.2672,1
169.35,,518.0767,14.34,1
169.5,,518.0693,14.7007,1
169.65,,518.0619,15.191,1
169.8,,518.0545,15.191,1
169.95,,518.0471,15.2047,1
170.1,,518.0396,15.2596,1
170.25,,518.0322,15.2596,1
170.4,,518.0248,15.3852,1
170.55,,518.0174,16.0786,1
170.7,,518.0103,16.0786,1
170.85,,518.0028,16.0786,1
171.0,,517.9954,16.0584,1
171.15,,517.988,15.8215,1
171.3,,517.9805,15.5305,1
171.45,,517.9731,15.8459,1
171.6,,517.966,15.8395,1
171.75,,517.9586,15.606,1
171.9,,517.9511,15.5127,1
172.05,,517.9436,14.2791,1
172.2,,517.9362,14.2709,1
172.35,,517.9288,14.2709,1
172.5,,517.9214,15.4584,1
172.65,,517.9143,15.5253,1
172.8,,517.9069,15.5253,1
172.95,,517.8994,15.7057,1
173.1,,517.892,15.1888,1
173.25,,517.8845,14.9039,1
173.4,,517.8771,15.078,1
