DEPTH,RHOB,DT,GR,FACIES
838.35,2210.2664,443.8871,44.9698,3
838.5001,2216.3845,444.1164,45.561,3
838.65,2228.5,446.4085,46.014,3
838.8,2216.5781,447.6542,46.2809,3
838.95,2201.7996,448.8876,46.2854,3
839.1,2212.4414,448.6194,46.628,3
839.2501,2227.3909,449.2346,47.2896,3
839.4,2206.2266,450.995,47.4028,3
839.55,2211.3501,452.1998,47.6865,3
839.7,2242.8352,452.6217,48.6936,3
839.85,2253.804,452.8116,48.8102,3
840.0001,2228.531,452.6102,47.8588,3
840.15,2212.8965,452.159,47.7128,3
840.3,2201.8804,451.0099,47.1213,3
840.45,2207.7478,449.603,46.9732,3
840.6,2234.7078,448.2047,46.9663,3
840.7501,2235.4138,446.6092,45.0576,3
840.9,2254.9978,445.4216,44.3366,3
841.05,2250.7009,444.4937,44.0103,3
841.2,2247.5667,443.494,43.9238,3
841.35,2240.7871,442.8566,44.1765,3
841.5001,2230.8169,442.3964,44.0266,3
841.65,2245.0439,441.6432,44.4701,3
841.8,2243.4678,440.7221,44.719,3
841.95,2245.9592,439.6685,44.719,3
842.1,2239.8447,438.8342,44.719,3
842.2501,2224.3943,439.1223,44.719,3
842.4,2221.2307,440.2909,44.5885,3
842.55,2228.8762,440.2045,44.2878,3
842.7,2231.1223,439.8799,44.1399,3
842.85,2223.9739,439.0989,44.1399,3
843.0001,2214.9163,437.4763,44.874,3
843.15,2212.6758,438.2257,45.4824,3
843.3,2196.1328,439.3055,45.4955,3
843.45,2182.804,438.4582,45.5079,3
843.6,2194.613,438.4098,45.2023,3
843.7501,2201.0647,441.1293,44.7364,3
843.9,2203.8967,443.9914,44.5824,3
844.05,2210.2664,444.9089,44.2925,3
844.2,2207.3018,444.4979,44.1904,3
844.35,2216.3904,440.6291,44.7352,3
844.5001,2234.0168,435.4895,45.6942,3
844.65,2229.363,432.8511,47.1408,3
844.8,2222.7444,431.5868,47.6851,3
844.95,2220.8667,430.9768,47.7999,3
845.1,2221.4553,431.2313,47.8658,3
845.2501,2220.9653,431.8323,47.8658,3
845.4,2221.7378,432.2905,47.447,3
845.55,2211.0571,433.2966,46.3263,3
845.7,2214.4736,434.4275,46.089,3
845.85,2220.624,435.2501,46.0142,3
846.0001,2225.1357,435.9567,45.9639,3
846.15,2226.4316,436.4366,45.7928,3
846.3,2225.2495,436.403,45.8639,3
846.45,2233.7666,437.1221,46.1609,3
846.6,2228.0774,439.1659,46.1643,3
846.7501,2207.7488,442.1148,46.16,3
846.9,2200.7253,444.7516,46.16,3
847.05,2206.2979,444.3562,46.0771,3
847.2,2206.4829,443.2011,45.4294,3
847.35,2217.5469,442.7083,45.4338,3
847.5001,2234.9375,443.6701,45.5269,3
847.65,2229.605,446.0635,46.1153,3
847.8,2223.5391,449.5983,46.1153,3
847.95,2221.9062,454.2501,46.1075,3
848.1,2229.7107,453.3427,45.5353,3
848.2501,2255.3999,452.2362,45.5353,3
848.4,2243.26,451.5099,45.5353,3
848.55,2222.1238,450.9031,45.5353,3
848.7,2239.2322,449.6928,48.4086,3
848.85,2228.7141,448.3213,48.6133,3
849.0001,2231.489,446.7779,48.6179,3
849.15,2236.4268,446.3197,48.5549,3
849.3,2216.5015,447.5809,48.5484,3
849.45,2221.5898,450.4905,48.839,3
849.6,2234.2229,452.4603,48.881,3
849.7501,2243.8452,454.1688,50.4322,3
849.9,2252.5779,455.9246,50.7274,3
850.05,2233.7698,455.4046,51.4495,3
850.2,2231.519,454.5594,51.6225,3
850.35,2225.5486,452.9963,50.9302,3
850.5001,2216.6807,450.2867,50.6125,3
850.65,2220.9978,450.4472,48.9356,3
850.8,2224.7993,451.7599,48.1008,3
850.95,2234.675,453.4958,47.9962,3
851.1,2231.4634,453.3734,47.75,3
851.2501,2237.175,451.5848,47.6413,3
851.4,2231.1604,449.4234,47.6413,3
851.55,2241.1074,448.7818,47.6826,3
851.7,2235.8022,449.6374,47.7052,3
851.85,2222.3557,451.1815,48.4672,3
852.0001,2227.7473,451.7218,48.9473,3
852.15,2232.4087,450.8497,48.9473,3
852.3,2227.3628,450.407,47.6262,3
852.45,2216.7827,451.0081,46.501,3
852.6,2212.7202,453.165,46.4082,3
852.7501,2219.3953,456.7408,46.5164,3
852.9,2223.8479,459.5346,47.1632,3
853.05,2214.0579,461.272,47.9893,3
853.2,2206.1721,462.5594,48.3884,3
853.35,2207.8833,462.7088,49.2897,3
853.5001,2219.4895,462.1816,51.4472,3
853.65,2233.6641,461.7993,53.0337,3
853.8,2234.6987,461.5076,53.1299,3
853.95,2239.0127,460.9898,53.2784,3
854.1,2233.4302,459.1451,53.466,3
854.2501,2229.344,456.0179,53.5167,3
854.4,2233.8169,453.6109,53.729,3
854.55,2231.5635,451.8813,53.729,3
854.7,2233.2476,451.7226,53.7112,3
854.85,2236.8455,453.3512,53.6889,3
855.0001,2235.8491,455.6803,53.7862,3
855.15,2237.5234,456.4555,54.0554,3
855.3,2257.7292,456.4739,54.3911,3
855.45,2243.7251,455.883,54.3911,3
855.6,2222.5466,455.7487,54.2767,3
855.7501,2229.6892,456.063,53.7194,3
855.9,2244.3132,456.8893,53.1445,3
856.05,2253.0186,458.7533,52.7105,3
856.2,2262.3418,459.2233,51.2326,3
856.35,2253.425,459.0487,51.1686,3
856.5001,2241.9487,458.0471,51.1686,3
856.65,2253.0203,457.3416,51.1686,3
856.8,2263.5657,458.0977,50.8905,3
856.95,2266.814,459.2718,47.9135,3
857.1,2258.8574,459.2196,47.1283,3
857.2501,2248.5227,458.7679,46.7571,3
857.4,2230.2122,458.5295,46.5706,3
857.55,2237.8611,457.7032,46.4332,3
857.7,2232.3,458.8025,46.4332,3
857.85,2227.2332,458.7566,46.5735,3
858.0001,2227.5896,458.348,46.7565,3
858.15,2209.7344,457.6197,47.3593,3
858.3,2208.8108,456.664,47.5495,3
858.45,2229.4756,455.4241,47.5588,3
858.6,2230.6433,456.0645,49.2597,3
858.7501,2244.0903,457.3852,50.4489,3
858.9,2248.0769,462.999,50.5715,3
859.05,2241.2908,466.6646,50.5715,3
859.2,2223.7686,467.7217,50.0868,3
859.35,2211.1301,464.6682,49.9992,3
859.5001,2211.4783,461.2935,49.9992,3
859.65,2205.4387,458.1076,49.9185,3
859.8,2226.6963,452.8215,49.5317,3
859.95,2227.2258,451.8635,48.355,3
860.1,2226.3286,455.0109,45.8502,3
860.2501,2230.4875,461.1989,45.1378,3
860.4,2244.7229,468.5287,45.1378,3
860.55,2246.1646,470.0672,45.1739,3
860.7,2227.9368,468.5459,45.5426,3
860.85,2225.9558,461.9244,46.061,3
861.0001,2226.804,459.4654,46.8984,3
861.15,2213.7,460.8819,47.2961,3
861.3,2201.571,462.9676,48.5418,3
861.45,2205.0144,465.2561,49.5382,3
861.6,2237.198,465.6767,49.7135,3
861.7501,2266.396,464.6551,49.4577,3
861.9,2263.5879,463.3641,48.8329,3
862.05,2249.2119,462.4672,48.492,3
862.2,2248.1638,462.2018,48.492,3
862.35,2254.5183,462.5786,48.7046,3
862.5001,2243.0342,463.7124,48.9061,3
862.65,2222.937,465.9474,48.9061,3
862.8,2219.9226,471.6184,48.3267,3
862.95,2226.594,474.052,47.6656,3
863.1,2235.5911,468.8822,47.6656,3
863.2501,2236.5005,466.0068,47.9639,3
863.4,2225.7595,466.2204,48.4159,3
863.55,2226.8494,465.4336,48.6216,3
863.7,2236.2104,463.9164,48.7245,3
863.85,2230.5129,462.793,48.4601,3
864.0001,2214.5015,463.2123,48.2797,3
864.15,2229.3992,465.6344,47.7391,3
864.3,2252.8184,470.7163,47.1381,3
864.45,2243.3406,473.1423,46.644,3
864.6,2228.5808,475.6428,46.644,3
864.7501,2230.3186,479.488,46.8763,3
864.9,2209.9441,485.0431,47.6293,3
865.05,2211.1946,494.662,48.357,3
865.2,2215.885,495.7377,50.3882,3
865.35,2223.9841,492.8494,51.5846,3
865.5001,2225.0271,495.5471,51.5846,3
865.65,2221.7952,493.1998,51.3799,3
865.8,2230.3337,487.1794,50.0788,3
865.95,2236.3735,482.2118,48.624,3
866.1,2230.4048,464.3209,47.7825,3
866.2501,2244.0977,464.7805,47.7528,3
866.4,2237.6343,466.1729,47.4654,3
866.55,2208.4482,465.7794,47.5389,3
866.7,2211.8015,464.666,48.6918,3
866.85,2209.4353,462.5009,51.3757,3
867.0001,2199.0608,460.5719,51.3757,3
867.15,2203.3999,459.0768,51.3757,3
867.3,2206.7002,455.7707,51.1652,3
867.45,2205.3184,455.3552,47.4316,3
867.6,2239.9058,457.7153,47.3823,3
867.7501,2239.6694,462.005,47.3823,3
867.9,2230.2632,464.0368,45.2059,3
868.05,2222.0537,468.9941,45.5668,3
868.2,2237.6316,475.4943,47.556,3
868.35,2243.3799,481.4574,48.9035,3
868.5001,2230.5359,480.9632,49.0499,3
868.65,2224.9282,477.8366,50.5775,3
868.8,2209.8499,472.6732,50.8389,3
868.95,2201.8896,466.9556,50.8389,3
869.1,2211.772,461.4583,50.6731,3
869.2501,2231.3066,461.7418,50.3576,3
869.4,2228.0403,462.9586,50.1577,3
869.55,2228.5374,468.6606,50.2462,3
869.7,2223.7986,476.3821,50.1307,3
869.85,2231.9998,480.4014,49.333,3
870.0001,2242.5078,484.6864,48.4805,3
870.15,2253.9385,484.5924,48.2509,3
870.3,2247.7327,478.7778,48.2509,3
870.45,2225.3892,471.5796,49.2474,3
870.6,2233.0952,466.3572,49.7447,3
870.7501,2239.4395,462.1797,49.7447,3
870.9,2232.4375,460.9686,50.2215,3
871.05,2232.0005,462.2481,49.5412,3
871.2,2229.8918,461.6897,48.8878,3
871.35,2217.0256,459.1685,49.8137,3
871.5001,2220.7507,455.9846,50.5216,3
871.65,2219.0149,453.9081,50.3904,3
871.8,2210.4888,454.3146,50.2757,3
871.95,2210.6907,455.784,50.2757,3
872.1,2220.2266,456.1064,50.2757,3
872.2501,2232.9417,455.1581,50.6695,3
872.4,2234.9639,453.8824,52.1662,3
872.55,2237.1331,453.4173,54.2462,3
872.7,2233.6104,454.1813,55.2707,3
872.85,2235.03,455.6201,55.3471,3
873.0001,2243.4202,458.3847,55.4586,3
873.15,2237.4109,461.1405,55.0479,3
873.3,2242.6104,461.8383,54.2061,3
873.45,2241.4363,460.9794,53.9343,3
873.6,2240.5212,459.5288,53.6216,3
873.7501,2231.2361,458.8585,52.2856,3
873.9,2224.0857,460.1335,50.61,3
874.05,2221.4863,462.4947,50.2177,3
874.2,2206.3914,465.6687,50.3659,3
874.35,2206.5896,469.2769,50.7729,3
874.5001,2220.6826,471.1111,50.7281,3
874.65,2217.3804,472.2984,50.5809,3
874.8,2217.7021,473.2462,50.1637,3
874.95,2230.5286,474.8839,48.4968,3
875.1,2240.116,473.9291,48.4968,3
875.2501,2231.5708,471.0256,49.0259,3
875.4,2210.906,467.5417,51.9375,3
875.55,2205.8579,463.6059,51.9375,3
875.7,2203.2434,459.08,51.9152,3
875.85,2215.1965,455.6008,51.6065,3
876.0001,2223.0745,455.6097,50.315,3
876.15,2230.1614,455.673,50.1754,3
876.3,2227.5066,456.5078,50.21,3
876.45,2222.9885,455.6577,51.0161,3
876.6,2226.1504,455.2898,50.3725,3
876.7501,2219.0,457.4744,51.034,3
876.9,2240.8657,463.1603,51.034,3
877.05,2237.4954,470.6722,50.3855,3
877.2,2238.5522,477.7152,49.5496,3
877.35,2234.5291,476.6545,48.4462,3
877.5001,2257.1912,473.6485,48.386,3
877.65,2258.6345,463.9906,48.9796,3
877.8,2249.9338,459.0065,49.0357,3
877.95,2255.7666,458.6212,51.4931,3
878.1,2244.9958,459.6261,52.6182,3
878.2501,2232.3582,460.6419,52.7396,3
878.4,2220.481,462.8672,53.1369,3
878.55,2219.3137,462.9652,52.8284,3
878.7,2229.262,461.7808,52.6351,3
878.85,2220.2124,460.3186,52.609,3
879.0001,2210.428,458.7563,52.331,3
879.15,2194.2292,456.4357,52.2465,3
879.3,2196.9353,453.8417,52.6195,3
879.45,2209.1091,453.3221,52.755,3
879.6,2222.8347,452.731,52.3957,3
879.7501,2233.5964,452.4581,51.5475,3
879.9,2225.9573,452.5231,50.9703,3
880.05,2227.0071,452.6846,50.0947,3
880.2,2228.7637,452.789,48.5476,3
880.35,2222.5085,453.2298,47.7411,3
880.5001,2236.7815,454.2303,47.6455,3
880.65,2232.8984,455.5509,47.7977,3
880.8,2223.418,457.4329,47.8349,3
880.95,2223.0359,460.1426,47.7851,3
881.1,2237.7288,463.5178,47.7851,3
881.2501,2249.8625,467.0731,47.4631,3
881.4,2254.6445,469.4451,47.1739,3
881.55,2261.5767,469.5165,47.1739,3
881.7,2250.3372,469.1,47.6017,3
881.85,2238.3,469.9194,49.2118,3
882.0001,2234.3511,471.3999,50.5229,3
882.15,2216.9639,473.2215,50.5229,3
882.3,2200.073,475.1563,50.4915,3
882.45,2206.6426,477.4326,50.4361,3
882.6,2224.1589,480.3197,50.4197,3
882.7501,2214.978,482.6814,50.4197,3
882.9,2209.0286,483.5868,50.4197,3
883.05,2221.7026,482.9818,50.2411,3
883.2,2231.311,481.3116,49.6419,3
883.35,2231.4729,478.1261,49.0942,3
883.5001,2220.301,475.0058,48.7177,3
883.65,2231.3838,472.8316,47.9711,3
883.8,2244.6147,470.0009,47.9711,3
883.95,2249.9583,466.2097,48.4833,3
884.1,2238.4971,462.8595,50.104,3
884.2501,2236.885,457.0716,50.104,3
884.4,2241.8862,455.4172,50.0879,3
884.55,2224.4897,456.049,49.7557,3
884.7,2231.9319,458.5943,48.4449,3
884.85,2233.5977,460.3069,48.228,3
885.0001,2217.0752,460.8293,48.4552,3
885.15,2209.9807,461.2959,48.1283,3
885.3,2200.2942,462.9892,47.7503,3
885.45,2216.5742,467.5715,48.1199,3
885.6,2247.1724,467.0021,47.7084,3
885.7501,2230.052,464.5218,47.7295,3
885.9,2230.95,459.3167,48.1915,3
886.05,2226.4297,456.1693,49.2362,3
886.2,2214.2998,455.0926,50.0199,3
886.35,2226.0999,455.2654,51.8055,3
886.5001,2217.02,456.2838,51.8055,3
886.65,2225.9902,461.6147,51.8055,3
886.8,2220.4829,465.9352,49.9492,3
886.95,2233.2712,470.0442,48.2444,3
887.1,2244.5068,472.7559,47.9352,3
887.2501,2267.0735,472.7553,47.9183,3
887.4,2278.6121,472.5215,48.1058,3
887.55,2277.5288,473.0638,49.1311,3
887.7,2253.4731,471.7437,49.4058,3
887.85,2237.0503,468.6783,49.729,3
888.0001,2242.6399,464.25,49.7863,3
888.15,2243.0894,456.5053,49.7863,3
888.3,2216.2236,451.046,50.2452,3
888.45,2204.8125,449.5757,49.9667,3
888.6,2230.6311,452.8445,49.8502,3
888.7501,2232.0293,461.1476,50.1886,3
888.9,2224.5845,468.1584,50.3033,3
889.05,2225.0549,471.243,50.1695,3
889.2,2236.1255,470.3729,50.2458,3
889.35,2250.8716,466.1983,50.1758,3
889.5001,2255.0332,461.7287,49.5221,3
889.65,2264.342,459.7929,49.8016,3
889.8,2261.8721,460.5993,50.8512,3
889.95,2247.5798,463.6361,50.9785,3
890.1,2243.0203,469.8442,50.7908,3
890.2501,2239.2275,475.2246,50.7908,3
890.4,2216.24,479.296,50.0826,3
890.55,2201.9089,483.1573,49.5417,3
890.7,2208.4827,487.0315,49.5417,3
890.85,2213.2275,493.4163,50.1098,3
891.0001,2219.7969,497.1838,50.6334,3
891.15,2217.354,495.2619,50.6334,3
891.3,2208.5891,491.1202,49.2499,3
891.45,2217.009,487.3995,47.7118,3
891.6,2221.166,484.7357,47.7118,3
891.7501,2207.1982,483.1225,49.1771,3
891.9,2198.2349,483.1862,51.1419,3
892.05,2191.7976,482.6267,51.3169,3
892.2,2189.032,483.9156,52.0064,3
892.35,2206.0718,486.4005,52.5845,3
892.5001,2206.0156,483.135,52.0927,3
892.65,2220.3867,479.2058,51.84,3
892.8,2228.4302,479.1096,52.3616,3
892.95,2220.6055,478.0812,52.2882,3
893.1,2216.8674,477.7514,52.0724,3
893.2501,2204.3186,477.5541,51.9719,3
893.4,2197.2297,475.8179,51.7332,3
893.55,2189.9568,475.7931,50.9731,3
893.7,2195.0867,474.1709,50.7397,3
893.85,2210.72,471.5857,49.9262,3
894.0001,2208.5591,469.7625,48.3423,3
894.15,2204.6196,471.2316,47.2576,3
894.3,2214.6316,473.9653,45.8269,3
894.45,2207.0547,473.0051,45.8269,3
894.6,2215.1284,470.2613,45.9207,3
894.7501,2225.7051,466.0969,46.8322,3
894.9,2236.8115,460.3028,48.7234,3
895.05,2212.9136,454.6481,48.7234,3
895.2,2215.856,453.6276,48.5475,3
895.35,2219.8887,452.4946,45.4251,3
895.5001,2207.7217,452.7874,45.4251,3
895.65,2208.5442,455.8722,45.4382,3
895.8,2214.8999,459.9567,47.3194,3
895.95,2225.8284,467.4281,48.9784,3
896.1,2235.9277,473.1213,50.0005,3
896.2501,2222.5662,477.0291,50.7947,3
896.4,2222.4736,475.4872,50.8265,3
896.55,2229.8215,471.7321,50.8265,3
896.7,2211.8516,465.9393,50.5775,3
896.85,2201.4341,462.5298,50.554,3
897.0001,2190.4517,463.9903,50.554,3
897.15,2198.376,467.0209,51.6656,3
897.3,2196.073,470.1085,51.8363,3
897.45,2201.9019,472.547,51.8363,3
897.6,2202.4683,474.3286,51.6535,3
897.7501,2215.584,475.9531,51.2966,3
897.9,2229.1328,475.2255,50.8987,3
898.05,2239.1086,469.8789,49.9224,3
898.2,2217.8579,465.7802,49.3584,3
898.35,2220.176,462.4841,49.2625,3
898.5001,2217.9673,461.4197,49.2625,3
898.65,2204.106,462.2939,50.2741,3
898.8,2207.8843,463.9689,50.7076,3
898.95,2209.9814,466.3027,50.7141,3
899.1,2191.6548,468.7314,50.7006,3
899.2501,2185.8579,472.7828,50.6258,3
899.4,2187.7373,474.8035,50.5129,3
899.55,2186.9109,473.7029,48.4174,3
899.7,2199.5737,470.7485,47.0895,3
899.85,2216.459,467.2913,47.0895,3
900.0001,2221.0115,464.4521,47.5401,3
900.15,2207.2549,463.5891,49.3917,3
900.3,2183.9502,464.2941,50.7073,3
900.45,2174.2976,465.8134,51.1444,3
900.6,2186.8076,468.0038,51.4943,3
900.7501,2205.876,468.3589,51.4943,3
900.9,2223.1362,465.6478,51.4943,3
901.05,2223.5212,461.4724,51.4552,3
901.2,2202.9575,454.568,51.3343,3
901.35,2195.9055,448.4077,51.12,3
901.5001,2208.425,447.912,50.9505,3
901.65,2209.8203,448.9297,50.801,3
901.8,2201.8303,450.087,50.5643,3
901.95,2217.1873,452.2769,50.7009,3
902.1,2236.8042,455.3582,50.973,3
902.2501,2247.2,457.8863,51.0179,3
902.4,2239.1597,460.8539,51.0179,3
902.55,2221.717,461.8,51.0179,3
902.7,2227.2197,461.1365,50.4042,3
902.85,2238.1643,459.485,48.7637,3
903.0001,2241.1797,458.033,48.3853,3
903.15,2233.9309,456.7613,47.2478,3
903.3,2210.8105,457.1272,46.85,3
903.45,2210.2214,458.1227,45.8056,3
903.6,2200.3506,460.4105,46.0344,3
903.7501,2189.9824,464.1762,47.1227,3
903.9,2197.4495,470.738,47.203,3
904.05,2204.3386,474.9987,47.8468,3
904.2,2221.675,473.458,49.0815,3
904.35,2218.8845,468.7542,49.2094,3
904.5001,2200.4702,462.2263,49.5104,3
904.65,2191.5339,458.2418,49.5104,3
904.8,2198.9954,459.7646,49.5264,3
904.95,2199.3806,459.6692,49.8563,3
905.1,2213.1711,459.3015,49.9429,3
905.2501,2203.7017,458.9653,49.8533,3
905.4,2208.0,459.3166,49.8533,3
905.55,2200.1042,461.3246,49.8533,3
905.7,2221.5649,463.1369,49.33,3
905.85,2209.8076,466.558,49.3122,3
906.0001,2218.6304,469.4983,50.2319,3
906.15,2225.0054,471.8823,50.2972,3
906.3,2235.9287,474.3788,50.8763,3
906.45,2225.6482,475.7654,50.9358,3
906.6,2228.3052,472.5649,50.4714,3
906.7501,2230.1804,469.0481,50.4041,3
906.9,2241.4099,465.8827,50.2206,3
907.05,2257.0579,464.1001,50.1858,3
907.2,2268.4551,466.313,49.1513,3
907.35,2248.6836,466.3112,48.2714,3
907.5001,2230.4646,465.7538,48.6784,3
907.65,2222.3145,464.7943,48.3325,3
907.8,2221.647,463.552,48.1708,3
907.95,2232.2219,464.6535,48.6612,3
908.1,2231.6755,465.0181,49.0986,3
908.2501,2236.2817,464.5885,51.7253,3
908.4,2236.8545,463.7275,53.174,3
908.55,2243.9351,462.9473,53.3306,3
908.7,2243.1497,463.8959,53.5736,3
908.85,2252.4719,465.7177,53.4684,3
909.0001,2255.6577,468.6866,52.8811,3
909.15,2249.9382,472.3975,52.598,3
909.3,2257.915,476.4811,52.598,3
909.45,2253.761,477.8622,52.5389,3
909.6,2240.9504,475.9291,52.5433,3
909.7501,2243.2581,471.6963,52.5832,3
909.9,2242.4783,467.5827,52.5832,3
910.05,2243.8914,464.6032,53.2198,3
910.2,2255.0244,461.7254,53.8391,3
910.35,2267.6665,459.089,54.0009,3
910.5001,2272.6711,456.36,54.1807,3
910.65,2256.0137,454.5618,54.1807,3
910.8,2236.8152,454.9601,54.4681,3
910.95,2219.3015,456.528,54.883,3
911.1,2204.8127,459.4909,55.2979,3
911.2501,2212.533,463.4307,55.8851,3
911.4,2208.0403,466.2774,55.9057,3
911.55,2197.8252,467.6837,55.9057,3
911.7,2208.1155,467.6003,55.9057,3
911.85,2223.4995,466.0271,55.9057,3
912.0001,2229.7363,463.5181,56.2862,3
912.15,2228.9377,459.1638,57.2192,3
912.3,2221.5652,451.7938,57.2654,3
912.45,2194.2712,448.705,57.2496,3
912.6,2194.7498,448.2785,56.9612,3
912.7501,2197.8931,452.2826,55.9025,3
912.9,2216.4634,455.6506,54.7984,3
913.05,2229.3713,460.3817,54.3712,3
913.2,2237.4834,464.8234,54.3712,3
913.35,2236.2498,468.0709,54.5302,3
913.5001,2230.1274,470.9013,55.508,3
913.65,2229.7991,470.0758,56.155,3
913.8,2217.5627,467.2963,56.155,3
913.95,2223.5281,463.444,55.9787,3
914.1,2202.4509,460.5398,54.1218,3
914.2501,2212.147,458.716,54.1218,3
914.4,2216.4678,456.9127,54.1919,3
914.55,2215.6865,455.8584,55.9055,3
914.7,2215.335,454.4554,57.5208,3
914.85,2234.7,452.3954,57.8066,3
915.0001,2217.0161,450.8419,57.8066,3
915.15,2233.353,452.475,57.5264,3
915.3,2224.5828,455.0236,54.4202,3
915.45,2201.0911,463.0269,54.1328,3
915.6,2208.4189,462.6408,54.1239,3
915.7501,2235.7815,459.0176,54.1239,3
915.9,2230.7922,454.929,54.1239,3
916.05,2229.988,452.1158,56.1107,3
916.2,2242.5703,452.702,57.0119,3
916.35,2243.6533,455.1253,56.4932,3
916.5001,2232.7466,458.3484,56.9876,3
916.65,2224.2539,462.0391,57.1086,3
916.8,2240.0051,463.8337,57.1086,3
916.95,2239.5771,464.6713,56.4041,3
917.1,2223.6526,464.333,56.2136,3
917.2501,2211.0625,464.4076,56.0166,3
917.4,2202.823,464.8809,54.5329,3
917.55,2191.7986,465.9643,53.7642,3
917.7,2188.7949,467.2508,52.7365,3
917.85,2180.3469,467.3156,52.3514,3
918.0001,2182.1267,466.5215,52.3514,3
918.15,2184.4424,465.4245,53.0768,3
918.3,2207.573,463.797,53.64,3
918.45,2222.7683,461.8664,54.5983,3
918.6,2208.9465,461.1417,55.8476,3
918.7501,2202.1084,461.2103,57.0411,3
918.9,2203.6985,462.4225,57.7246,3
919.05,2194.6606,465.8891,58.0867,3
919.2,2196.6069,471.592,58.2579,3
919.35,2206.0601,474.4691,58.0528,3
919.5001,2204.8142,473.6009,57.1709,3
919.65,2207.675,471.3834,56.5107,3
919.8,2218.2607,468.3498,56.5107,3
919.95,2218.1116,464.6599,56.8818,3
920.1,2209.7092,460.4268,57.3056,3
920.2501,2214.0027,458.4041,57.3056,3
920.4,2220.1196,459.2777,57.3056,3
920.55,2208.6548,461.046,57.2157,3
920.7,2199.6482,463.3687,56.8264,3
920.85,2194.9158,465.2572,56.3475,3
921.0001,2179.2595,467.6457,56.1698,3
921.15,2168.5015,471.2964,56.0809,3
921.3,2173.0774,473.7855,56.08,3
921.45,2177.4851,476.5437,56.08,3
921.6,2179.8682,480.7291,56.1206,3
921.7501,2187.575,482.9001,56.4341,3
921.9,2187.9336,482.5538,57.1828,3
922.05,2187.9143,481.1801,57.7263,3
922.2,2196.365,481.7101,57.886,3
922.35,2186.9712,483.2792,58.2846,3
922.5001,2178.6533,486.2564,57.7251,3
922.65,2167.9617,488.7455,57.4087,3
922.8,2178.1807,488.4001,55.9002,3
922.95,2199.012,486.8684,55.8943,3
923.1,2176.2671,484.6514,55.6654,3
923.2501,2169.4465,485.2586,54.3284,3
923.4,2188.374,487.2317,54.3284,3
923.55,2195.5012,489.5403,54.3284,3
923.7,2201.1316,491.2354,54.362,3
923.85,2184.448,492.982,54.8478,3
924.0001,2206.0837,495.8651,55.1683,3
924.15,2213.9851,494.8736,55.1638,3
924.3,2198.2002,491.1056,54.8321,3
924.45,2198.6001,486.0147,54.8321,3
924.6,2206.394,477.1495,54.5792,3
924.7501,2197.8931,470.4436,54.5758,3
924.9,2186.9197,468.7769,55.0288,3
925.05,2172.8616,469.0293,55.3199,3
925.2,2176.041,470.4747,55.8967,3
925.35,2182.6572,470.3645,55.9451,3
925.5001,2191.0161,470.4529,55.9451,3
925.65,2195.7576,472.5781,55.7965,3
925.8,2182.2166,475.4511,54.5422,3
925.95,2170.8911,479.0252,54.3307,3
926.1,2164.8184,482.2108,54.9676,1
926.2501,2172.0481,484.6872,55.1011,1
926.4,2176.1431,487.6671,55.1011,1
926.55,2180.3352,488.2926,55.1011,1
926.7,2190.0671,488.2135,54.0308,1
926.85,2188.5422,485.6277,53.6933,1
927.0001,2190.4441,484.8229,53.6933,1
927.15,2201.9026,485.2389,53.9832,1
927.3,2197.26,485.4837,55.6929,1
927.45,2199.5208,484.773,56.3965,1
927.6,2227.6719,482.952,56.3965,1
927.7501,2244.634,479.3863,56.124,1
927.9,2245.0356,475.6979,54.979,1
928.05,2231.3232,470.5594,53.5833,1
928.2,2225.7415,464.477,52.6787,1
928.35,2230.292,456.6031,52.4203,1
928.5001,2235.0088,453.6879,51.5597,1
928.65,2222.6084,456.2186,50.9029,1
928.8,2214.4163,458.5461,50.9029,1
928.95,2220.833,461.2662,51.3028,1
929.1,2206.6636,462.9109,52.9915,1
929.2501,2193.5498,462.3095,54.2753,1
929.4,2196.0789,463.5972,54.2753,1
929.55,2188.6936,465.8545,54.7138,1
929.7,2182.0964,466.4461,54.592,1
929.85,2179.7834,465.5404,53.766,1
930.0001,2176.8545,461.1677,54.2525,1
930.15,2188.0181,456.0849,55.0721,1
930.3,2205.5034,453.2658,55.1374,1
930.45,2215.6475,452.1161,55.0363,1
930.6,2226.7876,455.8214,55.1687,1
930.7501,2227.9009,461.297,54.836,1
930.9,2219.7417,466.722,53.9442,1
931.05,2193.2012,469.7699,53.3941,1
931.2,2193.0122,466.3856,53.1313,1
931.35,2200.6482,459.5132,53.0625,1
931.5001,2205.4814,455.1168,52.8765,1
931.65,2206.8904,453.8224,52.0681,1
931.8,2215.9739,458.5724,51.6611,1
931.95,2218.146,463.7796,51.2544,1
932.1,2232.8877,465.8005,49.5555,1
932.2501,2210.6934,463.7843,49.0739,1
932.4,2200.814,461.0173,48.2572,1
932.55,2205.6946,455.4618,48.0282,1
932.7,2216.9607,447.8435,48.0282,1
932.85,2231.6526,445.7154,48.0282,1
933.0001,2258.8,444.6786,48.0269,1
933.15,2257.8203,444.497,47.9867,1
933.3,2244.3831,443.9525,47.6259,1
933.45,2225.0264,441.4904,47.1188,1
933.6,2233.3694,441.7916,47.0929,1
933.7501,2254.1023,443.1937,46.1525,1
933.9,2268.8,445.187,46.1525,1
934.05,2282.113,445.6176,46.1525,1
